code,country,country_code,acronym,name_fr,name_original,name,ep2024_group_code,ep2024_group_name,ep2019_group_code,ep2019_group_name,ep2019_group_acronym,ep2014_group_code,ep2014_group_name,ep2014_group_acronym,pol_position_primary_code,pol_position_primary_name,pol_position_secondary_code,pol_position_secondary_name,ep_belgium_electoral_college,ep_name,ep_name_alt,ee_name,ee_name_alt
SVK-NOVA,Slovakia,SVK,NOVA,Nouvelle majorité,NOVA,,CRE,Conservateurs et réformistes,CRE,European Conservatives and Reformists,CRE,CRE,European Conservatives and Reformists,CRE,DRO,Right,,,,NOVA,,,
SVK-SMK-MKP,Slovakia,SVK,SMK-MKP,Parti de la communauté hongroise,Strana mad'arskej komunity- Magyar Közösség Pártja,,PPE,Parti populaire européen,PPE,European People's Party,EPP,PPE,European People's Party,EPP,DRO,Right,,,,Strana mad'arskej komunity- Magyar Közösség Pártja,,,
SVK-SNS,Slovakia,SVK,SNS,Parti national slovaque,,,NC,Groupe inconnu,NC,Unknown,NC,ELDD,Europe of Freedom and Direct Democracy,ELDD,EXD,Far right,DSV,Right nationalist,,nc,,,
SVK-SNS,Slovakia,SVK,SNS,Parti national slovaque,Slovenská Národná Strana,Slovak National Party,NC,Groupe inconnu,ID,Identity and Democracy,IL,NC,Unknown,NC,EXD,Far right,,,,,,Slovenská Národná Strana,
SVK-KOTLEBA_LSNS,Slovakia,SVK,KOTLEBA_LSNS,Parti populaire - Notre Slovaquie,,,NI,Non-inscrits,NI,Non-attached members,NI,ELDD,Europe of Freedom and Direct Democracy,ELDD,EXD,Far right,,,,Kotleba – Ľudová strana Naše Slovensko,,,
SVK-P,Slovakia,SVK,P,Patriote slovaque,Slovak Patriot,Slovac Patriot,NI,Non-inscrits,NI,Non-attached members,NI,,,,DRO,Right,,,,Slovak PATRIOT,,,
SVK-MOST_HID,Slovakia,SVK,MOST_HID,Pont,MOST – HÍD,,PPE,Parti populaire européen,PPE,European People's Party,EPP,PPE,European People's Party,EPP,CEN,Center,,,,MOST - HÍD,,,
SVK-R,Slovakia,SVK,R,République,Republika,Republic,NI,Non-inscrits,NI,Non-attached members,NI,,,,EXD,Far right,,,,Hnutie Republika,,Hnutie Republika,
SVK-OLANO,Slovakia,SVK,OLANO,Slovaquie,Slovensko,Slovaquie,PPE,Parti populaire européen,PPE,European People's Party,EPP,CRE,European Conservatives and Reformists,CRE,DRO,Right,,,,OBYČAJNÍ ĽUDIA,,Obyčajní Ľudia,Slovensko
SVK-PS,Slovakia,SVK,PS,Slovaquie progressiste,,,RE,Renew Europe,RE,Renew Europe,RE,NC,Unknown,NC,CEN,Center,,,,Progresívne Slovensko,,Progresívne Slovensko,
SVK-PSSPOLU,Slovakia,SVK,PSSPOLU,Slovaquie progressiste et Ensemble,Progresívne Slovensko + Spolu,Progressive Slovakia and Together,NC,Groupe inconnu,NC,Unknown,NC,ADLE,Alliance of Liberals and Democrats for Europe,ALDE,CEN,Center,,,,,,,
SVK-Z,Slovakia,SVK,Z,Vie – Parti national,Život – národná strana,Life – National Party,NC,Groupe inconnu,NC,Unknown,NC,NC,Unknown,NC,EXD,Far right,,,,,,Život – Národná strana,
SVN-ZL,Slovenia,SVN,ZL,Gauche Unie,,,LEFT,Gauche unitaire,GUE,European United Left – Nordic Green Left,GUE/NGL,GUE,European United Left – Nordic Green Left,GUE/NGL,EXG,Far left,DSV,Right nationalist,,nc,,,
SVN-LEVICA,Slovenia,SVN,LEVICA,La Gauche,Levica,The Left,LEFT,Gauche unitaire,GUE,European United Left – Nordic Green Left,GUE/NGL,GUE,European United Left – Nordic Green Left,GUE/NGL,EXG,Far left,,,,nc,,Levica,
SVN-LMS,Slovenia,SVN,LMS,La liste de Marjan Sarec,Lista Marjana Šarca,,RE,Renew Europe,RE,Renew Europe,RE,NI,Non-attached members,NI,GAU,Left,LIB,Liberal,,Lista Marjana Šarca,,,
SVN-PAB,Slovenia,SVN,PAB,Le parti d’Alenka Bratusek,,,RE,Renew Europe,RE,Renew Europe,RE,ADLE,Alliance of Liberals and Democrats for Europe,ALDE,CEN,Center,LIB,Liberal,,nc,,,
SVN-LIS,Slovenia,SVN,LIS,Liste Igorja Soltesa,Lista dr. Igorja Šoltesa,List of Dr. Igor Sholtes,VERTS,Verts et ALE,VERTS,Greens/European Free Alliance,Greens/EFA,VERTS,Greens/European Free Alliance,Greens/EFA,NC,Unknown,,,,Lista dr. Igorja Šoltesa,,,
SVN-GS,Slovenia,SVN,GS,Mouvement pour la liberté,Gibanje Svoboda,Freedom Movement,RE,Renew Europe,RE,Renew Europe,RE,,,,CEN,Center,GAU,Left,,GS,,Gibanje Svoboda,
SVN-NSI,Slovenia,SVN,NSI,Nouvelle Slovénie - Parti chrétien populaire,Nova Slovenija – Krščanski demokrati,,PPE,Parti populaire européen,PPE,European People's Party,EPP,PPE,European People's Party,EPP,DRO,Right,CEN,Center,,Nova Slovenija – Krščanski demokrati,,Nova Slovenija – Krščanski Demokrati,
SVN-LOGAR,Slovenia,SVN,LOGAR,Parti d'Anze Logar,Anze Logar,Anze Logar's Party,NI,Non-inscrits,NI,Non-attached members,NI,,,,AUT,Others,,,,,,Logar,
SVN-DESUS,Slovenia,SVN,DESUS,Parti démocrate des retraités slovènes,DeSUS – Demokratična Stranka Upokojencev Slovenije,,RE,Renew Europe,RE,Renew Europe,RE,ADLE,Alliance of Liberals and Democrats for Europe,ALDE,AUT,Others,CEN,Center,,DeSUS - Demokratična Stranka Upokojencev Slovenije,,,
SVN-SDS,Slovenia,SVN,SDS,Parti démocratique slovène,Slovenska demokratska stranka,,PPE,Parti populaire européen,PPE,European People's Party,EPP,PPE,European People's Party,EPP,DRO,Right,,,,Slovenska demokratska stranka,,Slovenska Demokratska Stranka,
SVN-SDSSLS,Slovenia,SVN,SDSSLS,Parti démocratique slovène / Parti populaire slovène,Slovenska demokratska stranka / Slovenska ljudska stranka,,PPE,Parti populaire européen,PPE,European People's Party,EPP,PPE,European People's Party,EPP,DRO,Right,,,,,,,
SVN-SMC,Slovenia,SVN,SMC,Parti du centre moderne,,,RE,Renew Europe,RE,Renew Europe,RE,ADLE,Alliance of Liberals and Democrats for Europe,ALDE,CEN,Center,,,,nc,,,
SVN-SNS,Slovenia,SVN,SNS,Parti national slovène,,,NI,Non-inscrits,NI,Non-attached members,NI,NI,Non-attached members,NI,EXD,Far right,,,,nc,,,
SVN-PPS,Slovenia,SVN,PPS,Parti pirate de Slovénie,,,NI,Non-inscrits,NI,Non-attached members,NI,NI,Non-attached members,NI,AUT,Others,,,,nc,,,
SVN-SLS,Slovenia,SVN,SLS,Parti populaire slovène,Slovenska ljudska stranka,,PPE,Parti populaire européen,PPE,European People's Party,EPP,PPE,European People's Party,EPP,DRO,Right,,,,Slovenska ljudska stranka,,,
SVN-PS,Slovenia,SVN,PS,Slovénie positive,,,NI,Non-inscrits,NI,Non-attached members,NI,NI,Non-attached members,NI,CEN,Center,GAU,Left,,nc,,,
SVN-SD,Slovenia,SVN,SD,Sociaux-démocrates,Socialni demokrati,,SED,Socialistes et démocrates,SED,Progressive Alliance of Socialists and Democrats,S&D,SED,Progressive Alliance of Socialists and Democrats,S&D,GAU,Left,,,,Socialni demokrati,,Socialni Demokrati,
SVN-V,Slovenia,SVN,V,Vesna – Le parti vert,VESNA – Zelena Stranka,Vesna – Green Party,VERTS,Verts et ALE,VERTS,Greens/European Free Alliance,Greens/EFA,,,,ECO,Ecologist,,,,Vesna – zelena stranka,,VESNA – Zelena Stranka,
ESP-AGG,Spain,ESP,AGG,Alternative galicienne de gauche,Alternativa galega de esquerda en Europa,,LEFT,Gauche unitaire,GUE,European United Left – Nordic Green Left,GUE/NGL,GUE,European United Left – Nordic Green Left,GUE/NGL,EXG,Far left,,,,Alternativa galega de esquerda en Europa,,,
ESP-ANTI,Spain,ESP,ANTI,Anticapitalistes,Anticapitalistas,Anticapitalists,LEFT,Gauche unitaire,GUE,European United Left – Nordic Green Left,GUE/NGL,NC,Unknown,NC,EXG,Far left,,,,ANTICAPITALISTAS,,,
ESP-BNG,Spain,ESP,BNG,Bloc nationaliste galicien,Bloque Nacionalista Galego,,VERTS,Verts et ALE,VERTS,Greens/European Free Alliance,Greens/EFA,VERTS,Greens/European Free Alliance,Greens/EFA,GAU,Left,,,,Bloque Nacionalista Galego,,,
ESP-CS,Spain,ESP,CS,Ciudadanos,Ciudadanos – Partido de la Ciudadanía,,RE,Renew Europe,RE,Renew Europe,RE,ADLE,Alliance of Liberals and Democrats for Europe,ALDE,CEN,Center,LIB,Liberal,,Ciudadanos – Partido de la Ciudadanía,,,
ESP-COALEAJ,Spain,ESP,COALEAJ,"Coalition EAJ-PNV, CC, CxG, Atarrabia Taldea, El Pi, Demòcrates Valencians","EAJ-PNV, CC, CxG, Atarrabia Taldea, El Pi, Demòcrates Valencians",,RE,Renew Europe,RE,Renew Europe,RE,ADLE,Alliance of Liberals and Democrats for Europe,ALDE,AUT,Others,,,,,,,
ESP-COALERC,Spain,ESP,COALERC,"Coalition ERC, Bildu et BNG","ERC, Bildu, BNG",,NC,Groupe inconnu,NC,Unknown,NC,VERTS,Greens/European Free Alliance,Greens/EFA,ECO,Ecologist,,,,,,,
ESP-COALCAT,Spain,ESP,COALCAT,Coalition PdCat et JXCat,"PdCat, JXCat",,NC,Groupe inconnu,NC,Unknown,NC,NC,Unknown,NC,AUT,Others,,,,,,,
ESP-CEU,Spain,ESP,CEU,Coalition pour l’Europe,Coalición por Europa,Coalition for Europe,RE,Renew Europe,RE,Renew Europe,RE,ADLE,Alliance of Liberals and Democrats for Europe,ALDE,AUT,Others,,,,,,,
ESP-COAL,Spain,ESP,COAL,"Coalition UP, IU, La Catalogne en commune et Barcelone en commun","UP, IU, Catalunya en Comú, Barcelona en Comú",,NC,Groupe inconnu,NC,Unknown,NC,NC,Unknown,NC,EXG,Far left,ECO,Ecologist,,,,,
ESP-DCS,Spain,ESP,DCS,Délégation européenne Ciudadanos,Delegación Ciudadanos Europeos,European delegation Ciudadanos,RE,Renew Europe,RE,Renew Europe,RE,,,,CEN,Center,,,,Delegación Ciudadanos Europeos,,,
ESP-JUNTSXCAT,Spain,ESP,JUNTSXCAT,Ensemble pour la Catalogne,Junts per Catalunya,Together for Catalonia,NI,Non-inscrits,NI,Non-attached members,NI,NC,Unknown,NC,AUT,Others,,,,,,Junts per Catalunya,
ESP-JC_LE,Spain,ESP,JC_LE,Ensemble pour la Catalogne – Libres pour l’Europe,Junts per Catalunya – Lliures per Europa,Together for Catalonia – Free for Europe,NI,Non-inscrits,NI,Non-attached members,NI,NC,Unknown,NC,AUT,Others,,,,Junts per Catalunya - Lliures per Europa,,,
ESP-EQUO,Spain,ESP,EQUO,Equo,EQUO,,VERTS,Verts et ALE,VERTS,Greens/European Free Alliance,Greens/EFA,VERTS,Greens/European Free Alliance,Greens/EFA,ECO,Ecologist,GAU,Left,,EQUO,,,
ESP-ERC,Spain,ESP,ERC,Gauche républicaine de Catalogne,Esquerra Republicana de Catalunya,,VERTS,Verts et ALE,VERTS,Greens/European Free Alliance,Greens/EFA,VERTS,Greens/European Free Alliance,Greens/EFA,GAU,Left,AUT,Others,,Esquerra Republicana de Catalunya,,Esquerra Republicana de Catalunya,
ESP-IU,Spain,ESP,IU,Gauche unie,Izquierda Unida,,LEFT,Gauche unitaire,GUE,European United Left – Nordic Green Left,GUE/NGL,GUE,European United Left – Nordic Green Left,GUE/NGL,EXG,Far left,,,,Izquierda Unida,,Izquierda Unida,
ESP-IX,Spain,ESP,IX,Gauche unie des Asturies,Izquierda Xunida,,LEFT,Gauche unitaire,GUE,European United Left – Nordic Green Left,GUE/NGL,GUE,European United Left – Nordic Green Left,GUE/NGL,EXG,Far left,,,,Izquierda Xunida,,,
ESP-IND,Spain,ESP,IND,Indépendants,Independiente,,RE,Renew Europe,RE,Renew Europe,RE,ADLE,Alliance of Liberals and Democrats for Europe,ALDE,NC,Unknown,,,,Independiente,,,
ESP-ICV,Spain,ESP,ICV,Initiative pour la Catalogne Verts,Iniciativa per Catalunya Verds,,VERTS,Verts et ALE,VERTS,Greens/European Free Alliance,Greens/EFA,VERTS,Greens/European Free Alliance,Greens/EFA,ECO,Ecologist,,,,Iniciativa per Catalunya Verds,,,
ESP-CATCOMU,Spain,ESP,CATCOMU,La Catalogne en commun,Catalunya en Comú,Catalonia in Common,VERTS,Verts et ALE,VERTS,Greens/European Free Alliance,Greens/EFA,,,,GAU,Left,,,,Catalunya en Comú,,Catalunya en Comú,
ESP-AR,Spain,ESP,AR,La République maintenant,Ahora Repúblicas,Republics Now,VERTS,Verts et ALE,VERTS,Greens/European Free Alliance,Greens/EFA,VERTS,Greens/European Free Alliance,Greens/EFA,AUT,Others,,,,,,,
ESP-PACMA,Spain,ESP,PACMA,Parti animaliste contre la maltraitance animale,,,NI,Non-inscrits,NI,Non-attached members,NI,NI,Non-attached members,NI,AUT,Others,,,,nc,,,
ESP-PDECAT,Spain,ESP,PDECAT,Parti démocrate européen catalan,Partit Demòcrata Europeu i Català,,RE,Renew Europe,RE,Renew Europe,RE,ADLE,Alliance of Liberals and Democrats for Europe,ALDE,LIB,Liberal,AUT,Others,,Partit Demòcrata Europeu i Català,,,
ESP-PSC,Spain,ESP,PSC,Parti des socialistes de Catalogne,Partit dels Socialistes de Catalunya,,SED,Socialistes et démocrates,SED,Progressive Alliance of Socialists and Democrats,S&D,SED,Progressive Alliance of Socialists and Democrats,S&D,GAU,Left,,,,Partit dels Socialistes de Catalunya,Partit dels Socialistes de Catalunya (PSC-PSOE),Partido de los Socialistas de Cataluña,
ESP-PNVEAJ,Spain,ESP,PNVEAJ,Parti national basque,Euzkadi Buru Batzarra,Basque National Party,RE,Renew Europe,RE,Renew Europe,RE,ADLE,Alliance of Liberals and Democrats for Europe,ALDE,CEN,Center,DRO,Right,,,,,
ESP-PNV,Spain,ESP,PNV,Parti nationaliste basque,Partido Nacionalista Vasco,,RE,Renew Europe,RE,Renew Europe,RE,ADLE,Alliance of Liberals and Democrats for Europe,ALDE,CEN,Center,AUT,Others,,Partido Nacionalista Vasco,,,
ESP-EAJ,Spain,ESP,EAJ,Parti nationaliste basque,Euzko Alderdi Jeltzalea – Partido Nacionalista Vasco,Basque Nationalist Party,RE,Renew Europe,RE,Renew Europe,RE,NC,Unknown,NC,AUT,Others,,,,,,Euzko Alderdi Jeltzalea – Partido Nacionalista Vasco,
ESP-PP,Spain,ESP,PP,Parti populaire,Partido Popular,,PPE,Parti populaire européen,PPE,European People's Party,EPP,PPE,European People's Party,EPP,DRO,Right,,,,Partido Popular,,Partido Popular,
ESP-PSOE,Spain,ESP,PSOE,Parti socialiste ouvrier espagnol,Partido Socialista Obrero Español,,SED,Socialistes et démocrates,SED,Progressive Alliance of Socialists and Democrats,S&D,SED,Progressive Alliance of Socialists and Democrats,S&D,GAU,Left,,,,Partido Socialista Obrero Español,,Partido Socialista Obrero Español,
ESP-MES,Spain,ESP,MES,Plus d'engagement,Més-Compromís,More–Commitment,VERTS,Verts et ALE,VERTS,Greens/European Free Alliance,Greens/EFA,NI,Non-attached members,NI,GAU,Left,,,,,,Més–Compromís,
ESP-MM,Spain,ESP,MM,Plus de Madrid,Más Madrid,More Madrid,VERTS,Verts et ALE,VERTS,Greens/European Free Alliance,Greens/EFA,NC,Unknown,NC,GAU,Left,,,,,,Más Madrid,
ESP-PODEMOS,Spain,ESP,PODEMOS,Podemos,PODEMOS,,LEFT,Gauche unitaire,GUE,European United Left – Nordic Green Left,GUE/NGL,GUE,European United Left – Nordic Green Left,GUE/NGL,GAU,Left,EXG,Far left,,PODEMOS,,Podemos,
ESP-PE,Spain,ESP,PE,Printemps européens,Primavera Europea,European Spring,VERTS,Verts et ALE,VERTS,Greens/European Free Alliance,Greens/EFA,VERTS,Greens/European Free Alliance,Greens/EFA,GAU,Left,,,,,,,
ESP-EHBILDU,Spain,ESP,EHBILDU,Réunir le Pays basque,Euskal Herria Bildu,,NC,Groupe inconnu,NC,Unknown,NC,NC,Unknown,NC,GAU,Left,,,,EH BILDU,,Euskal Herria Bildu,
ESP-SMR,Spain,ESP,SMR,Sumar,Sumar,Sumar,NC,Groupe inconnu,NC,Unknown,NC,NC,Unknown,NC,GAU,Left,,,,Movimiento Sumar,,Movimiento Sumar,
ESP-UPYD,Spain,ESP,UPYD,"Union, progrès et démocratie","Unión, Progreso y Democracia",,RE,Renew Europe,RE,Renew Europe,RE,ADLE,Alliance of Liberals and Democrats for Europe,ALDE,LIB,Liberal,CEN,Center,,"Unión, Progreso y Democracia",,,
ESP-VOX,Spain,ESP,VOX,Vox,,,PPLE,Les Patriotes,CRE,European Conservatives and Reformists,CRE,NI,Non-attached members,NI,EXD,Far right,DSV,Right nationalist,,VOX,,Vox,
SWE-KD,Sweden,SWE,KD,Chrétiens démocrates,Kristdemokraterna,,PPE,Parti populaire européen,PPE,European People's Party,EPP,PPE,European People's Party,EPP,DRO,Right,,,,Kristdemokraterna,,Kristdemokraterna,
SWE-SD,Sweden,SWE,SD,Démocrates suédois,Sverigedemokraterna,,CRE,Conservateurs et réformistes,CRE,European Conservatives and Reformists,CRE,CRE,European Conservatives and Reformists,CRE,EXD,Far right,DSV,Right nationalist,,Sverigedemokraterna,,Sverigedemokraterna,
SWE-FI,Sweden,SWE,FI,Initiative féministe,Feministiskt initiativ,,NI,Non-inscrits,NI,Non-attached members,NI,NI,Non-attached members,NI,AUT,Others,,,,Feministiskt initiativ,,,
SWE-L,Sweden,SWE,L,Les Libéraux,Liberalerna,,RE,Renew Europe,RE,Renew Europe,RE,ADLE,Alliance of Liberals and Democrats for Europe,ALDE,LIB,Liberal,LIB,Liberal,,Liberalerna,,,
SWE-V,Sweden,SWE,V,Parti de gauche,Vänsterpartiet,,LEFT,Gauche unitaire,GUE,European United Left – Nordic Green Left,GUE/NGL,GUE,European United Left – Nordic Green Left,GUE/NGL,EXG,Far left,GAU,Left,,Vänsterpartiet,,Vänsterpartiet,
SWE-MP,Sweden,SWE,MP,Parti de l'environnement - Les Verts,Miljöpartiet de gröna,,VERTS,Verts et ALE,VERTS,Greens/European Free Alliance,Greens/EFA,VERTS,Greens/European Free Alliance,Greens/EFA,ECO,Ecologist,,,,Miljöpartiet de gröna,,Miljöpartiet,
SWE-C,Sweden,SWE,C,Parti du centre,Centerpartiet,,RE,Renew Europe,RE,Renew Europe,RE,ADLE,Alliance of Liberals and Democrats for Europe,ALDE,LIB,Liberal,CEN,Center,,Centerpartiet,,Centerpartiet,
SWE-M,Sweden,SWE,M,Parti modéré de rassemblement,Moderata samlingspartiet,,PPE,Parti populaire européen,PPE,European People's Party,EPP,PPE,European People's Party,EPP,DRO,Right,,,,Moderaterna,,Moderata samlingspartiet,
SWE-PP,Sweden,SWE,PP,Parti pirate de Suède,Piratpartiet,Pirate Party,NC,Groupe inconnu,NC,Unknown,NC,NC,Unknown,NC,NC,Unknown,,,,,,,
SWE-S,Sweden,SWE,S,Parti social-démocrate suédois des travailleurs,Arbetarepartiet – Socialdemokraterna,,SED,Socialistes et démocrates,SED,Progressive Alliance of Socialists and Democrats,S&D,SED,Progressive Alliance of Socialists and Democrats,S&D,GAU,Left,,,,Arbetarepartiet- Socialdemokraterna,,Sveriges Socialdemokratiska Arbetareparti,
GBR-CHUK,United Kingdom,GBR,CHUK,Changer le Royaume-Uni,Change UK,Change UK,NC,Groupe inconnu,NC,Unknown,NC,NC,Unknown,NC,CEN,Center,,,,,,,
GBR-CON,United Kingdom,GBR,CON,Conservative and Unionist Party,Parti conservateur,Conservative and Unionist Party,CRE,Conservateurs et réformistes,CRE,European Conservatives and Reformists,CRE,CRE,European Conservatives and Reformists,CRE,DRO,Right,,,,,,,
GBR-IND,United Kingdom,GBR,IND,Indépendants,Independent,Independent,NI,Non-inscrits,NI,Non-attached members,NI,,,,AUT,Others,,,,Independent,,,
GBR-THI,United Kingdom,GBR,THI,Indépendants de Thurrock,Thurrock Independents,Thurrock Independents,NI,Non-inscrits,NI,Non-attached members,NI,ELDD,Europe of Freedom and Direct Democracy,ELDD,DRO,Right,,,,Thurrock Independents,,,
GBR-NC,United Kingdom,GBR,NC,Indéterminé,,,NI,Non-inscrits,NI,Non-attached members,NI,NI,Non-attached members,NI,NC,Unknown,,,,-,,,
GBR-APNI,United Kingdom,GBR,APNI,Parti Alliance,Alliance Party,,RE,Renew Europe,RE,Renew Europe,RE,NC,Unknown,NC,AUT,Others,,,,Alliance Party of Northern Ireland,,,
GBR-TORY,United Kingdom,GBR,TORY,Parti conservateur,Conservative Party,Conservative Party,CRE,Conservateurs et réformistes,CRE,European Conservatives and Reformists,CRE,CRE,European Conservatives and Reformists,CRE,CEN,Center,,,,Conservative Party,,,
GBR-BP,United Kingdom,GBR,BP,Parti du Brexit,Brexit Party,Brexit Party,NI,Non-inscrits,NI,Non-attached members,NI,ELDD,Europe of Freedom and Direct Democracy,ELDD,AUT,Others,,,,The Brexit Party,,,
GBR-LIBDEM,United Kingdom,GBR,LIBDEM,Parti libéral démocrate,Liberal Democrats,Liberal Democrats,RE,Renew Europe,RE,Renew Europe,RE,ADLE,Alliance of Liberals and Democrats for Europe,ALDE,LIB,Liberal,CEN,Center,,Liberal Democrats,,,
GBR-LIBERT,United Kingdom,GBR,LIBERT,Parti libertarien,Libertarian Party,Libertarian Party,NI,Non-inscrits,NI,Non-attached members,NI,ELDD,Europe of Freedom and Direct Democracy,ELDD,DRO,Right,,,,Libertarian Party,,,
GBR-SNP,United Kingdom,GBR,SNP,Parti national écossais,Scottish National Party,Scottish National Party,VERTS,Verts et ALE,VERTS,Greens/European Free Alliance,Greens/EFA,VERTS,Greens/European Free Alliance,Greens/EFA,GAU,Left,CEN,Center,,Scottish National Party,,,
GBR-UKIP,United Kingdom,GBR,UKIP,Parti pour l'indépendance du Royaume-Uni,United Kingdom Independence Party,United Kingdom Independence Party,NC,Groupe inconnu,ID,Identity and Democracy,IL,ENL,Europe of Nations and Freedom,ENL,DRO,Right,,,,United Kingdom Independence Party,,,
GBR-SDLP,United Kingdom,GBR,SDLP,Parti social-démocrate et travailliste,Social Democratic and Labour Party,Social Democratic and Labour Party,SED,Socialistes et démocrates,SED,Progressive Alliance of Socialists and Democrats,S&D,SED,Progressive Alliance of Socialists and Democrats,S&D,GAU,Left,,,,,,,
GBR-LAB,United Kingdom,GBR,LAB,Parti travailliste,Labour Party,Labour Party,SED,Socialistes et démocrates,SED,Progressive Alliance of Socialists and Democrats,S&D,SED,Progressive Alliance of Socialists and Democrats,S&D,GAU,Left,,,,,,,
GBR-LABOR,United Kingdom,GBR,LABOR,Parti travailliste,Labour Party,Labour Party,SED,Socialistes et démocrates,SED,Progressive Alliance of Socialists and Democrats,S&D,SED,Progressive Alliance of Socialists and Democrats,S&D,GAU,Left,,,,Labour Party,,,
GBR-UUP,United Kingdom,GBR,UUP,Parti unioniste d'Ulster,Ulster Unionist Party,Ulster Unionist Party,CRE,Conservateurs et réformistes,CRE,European Conservatives and Reformists,CRE,CRE,European Conservatives and Reformists,CRE,DRO,Right,,,,Ulster Unionist Party,,,
GBR-DUP,United Kingdom,GBR,DUP,Parti unioniste démocrate,Democratic Unionist Party,Democratic Unionist Party,NI,Non-inscrits,NI,Non-attached members,NI,NI,Non-attached members,NI,DRO,Right,,,,Democratic Unionist Party,,,
GBR-GREEN,United Kingdom,GBR,GREEN,Parti vert,Green Party,Green Party,VERTS,Verts et ALE,VERTS,Greens/European Free Alliance,Greens/EFA,VERTS,Greens/European Free Alliance,Greens/EFA,ECO,Ecologist,,,,Green Party,,,
GBR-OTHERS-NI,United Kingdom,GBR,OTHERS-NI,Partis d'Irlande du Nord,,,NI,Non-inscrits,NI,Non-attached members,NI,NI,Non-attached members,NI,NC,Unknown,,,,,,,
GBR-PC,United Kingdom,GBR,PC,Plaid Cymru,Plaid Cymru – Party of Wales,Plaid Cymru – Party of Wales,VERTS,Verts et ALE,VERTS,Greens/European Free Alliance,Greens/EFA,VERTS,Greens/European Free Alliance,Greens/EFA,GAU,Left,,,,Plaid Cymru - Party of Wales,,,
GBR-PLPW,United Kingdom,GBR,PLPW,Plaid Cymru,Plaid Cymru – Party of Wales,Plaid Cymru – Party of Wales,VERTS,Verts et ALE,VERTS,Greens/European Free Alliance,Greens/EFA,VERTS,Greens/European Free Alliance,Greens/EFA,GAU,Left,CEN,Center,,,,,
GBR-SF,United Kingdom,GBR,SF,Sinn Fein,Sinn Fein,Sinn Fein,LEFT,Gauche unitaire,GUE,European United Left – Nordic Green Left,GUE/NGL,GUE,European United Left – Nordic Green Left,GUE/NGL,GAU,Left,,,,Sinn Fein,,,
PRT-LIV,Unknown,PRT,LIV,Libre,Livre,Livre,VERTS,Verts et ALE,VERTS,Greens/European Free Alliance,Greens/EFA,NC,Unknown,NC,ECO,Ecologist,,,,,,Livre,
NC-NC,Unknown,NC,NC,Parti inconnu,Unknown party,,NC,Groupe inconnu,NC,Unknown,NC,,,,NC,Unknown,,,,,,,
CZE-PM,Czech Republic,CZE,PM,Serment et automobilistes,Přísaha and Motorists,Oath and Motorists,PPLE,Les Patriotes,,,,,,,EXD,Far right,,,,,,,
GRC-FL,Greece,GRC,FL,La Voix de la raison,Foní Logikís,Voice of Reason,PPLE,Les Patriotes,,,,,,,EXD,Far right,,,,Phoní Loyikís,Foní Logikís,,
CZE-ANS,Czech Republic,CZE,ANS,Alliance des forces nationales,Aliance národních sil,Alliance of National Forces,NI,Non-inscrits,,,,,,,EXD,Far right,,,,Aliance národních sil,,,
FRA-DVD,France,FRA,DVD,Divers droite,Divers droite,Other right,NI,Non-inscrits,,,,,,,DRO,Right,,,,Divers droite,,,
SVN-ZS,Slovenia,SVN,ZS,Les Verts de Slovénie,Zeleni Slovenije,Greens of Slovenia,RE,Renew Europe,,,,,,,ECO,Ecologist,,,,Zeleni Slovenije,,,
GRC-K,Greece,GRC,K,Kósmos,Kósmos,Kósmos,VERTS,Verts et ALE,,,,,,,ECO,Ecologist,GAU,Left,,KOSMOS,,,
HRV-PIP,Croatia,HRV,PIP,Droit et justice,Pravo I Pravda,Law and Justice,NI,Non-inscrits,,,,,,,DRO,Right,,,,PRAVO I PRAVDA,,,
SWE-F,Sweden,SWE,F,La liste du peuple,Folklistan,The People's List,PPE,Parti populaire européen,,,,,,,DRO,Right,,,,Folklistan,,,
LUX-F,Luxembourg,LUX,F,Fokus,Fokus,Fokus,RE,Renew Europe,,,,,,,AUT,Others,,,,Fokus,,,
ITA-AVS,Italy,ITA,AVS,Alliance des Verts et de la gauche,Alleanza Verdi e Sinistra,Alliance of the Greens and the Left,NI,Non-inscrits,,,,,,,ECO,Ecologist,GAU,Left,,Alleanza Verdi e Sinistra,,,
DEU-PDF,Germany,DEU,PDF,Parti du progrès,Partei des Fortschritts,Party of Progress,NI,Non-inscrits,,,,,,,LIB,Liberal,,,,Partei des Fortschritts,,,
ESP-SALF,Spain,ESP,SALF,La fête est finie,Se Acabó La Fiesta,The Party is over,NI,Non-inscrits,,,,,,,AUT,Others,,,,SE ACABÓ LA FIESTA,,,
ESP-C,Spain,ESP,C,Compromis,Compromís,Compromís,VERTS,Verts et ALE,,,,,,,GAU,Left,,,,Compromís,,,
FRA-MC,France,FRA,MC,Mouvement conservateur,Mouvement conservateur,Conservative movement,CRE,Conservateurs et réformistes,,,,,,,EXD,Far right,,,,Mouvement conservateur,,,
POL-KWN,Poland,POL,KWN,Confédération Liberté et Indépendance,Konfederacja Wolność i Niepodległość,Confederation Liberty and Independence,NI,Non-inscrits,,,,,,,EXD,Far right,,,,Konfederacja Wolność i Niepodległość,,,
PRT-AD,Portugal,PRT,AD,Alliance démocratique,Aliança Democrática,Democratic Alliance,PPE,Parti populaire européen,,,,,,,DRO,Right,,,,Aliança Democrática,,,
